Name,Partei,Wahlart,Bundesland,Wahlkreis,Wahlkreis-Nr.,Ausschuesse,Biografie,Twitter,Ausschusspositionen,Geburtsjahr
"Schmidt (Aachen), Ulla",SPD,Gewählt über Landesliste,Nordrhein-Westfalen,Aachen I,87,"{'Obfrau': ['Unterausschuss Auswärtige Kultur- und Bildungspolitik'], 'Ordentliches Mitglied': ['Unterausschuss Auswärtige Kultur- und Bildungspolitik'], 'Stellvertretendes Mitglied': ['Ausschuss für Kultur und Medien', 'Auswärtiger Ausschuss'], 'Stellv. Delegationsleiterin (sonstige Gremien)': ['Parlamentarische Versammlung der NATO (North Atlantic Treaty Organization)'], 'Ordentliches Mitglied (sonstige Gremien)': ['Parlamentarische Versammlung der NATO (North Atlantic Treaty Organization)'], 'Stellvertretendes Mitglied (sonstige Gremien)': ['Interparlamentarische Union']}","Geboren am 13. Juni 1949 in Aachen; eine Tochter.Besuch der Realschule, des Aufbaugymnasiums, der Rheinisch-Westfälischen Technischen Hochschule Aachen und der Fernuniversität Hagen.Lehrerin für Sonderpädagogik, Rehabilitation lernbehinderter und erziehungsschwieriger Kinder.Mitglied unter anderem in der Atlantik-Brücke, der Mitgliederversammlung des Goethe Instituts; Mitglied der Arbeiterwohlfahrt, der Aktion Mensch, des Deutschen Olympischen Sportbundes, der IG Bergbau, Chemie, Energie, des Kinderschutzbundes, des Arbeiter-Samariter-Bundes, des DRK, des Vereins „Gegen Vergessen – Für Demokratie“; seit September 2012 Vorsitzende der Bundesvereinigung Lebenshilfe.Seit 1983 Mitglied der SPD und Ratsfrau der Stadt Aachen bis 1992.Seit 1990 Mitglied des Bundestages; 1991 bis 1998 Vorsitzende der Querschnittsgruppe ""Gleichstellung von Frau und Mann""; seit 1991 Mitglied des geschäftsführenden Vorstandes der SPD-Fraktion; November 1998 bis Januar 2001 stellvertretende Vorsitzende der SPD-Fraktion für die Bereiche Arbeit und Soziales, Frauen, Familie und Senioren; 2001 bis 2009 Bundesministerin für Gesundheit; seit Februar 2010 stellvertretende Leiterin der deutschen Delegation in der Parlamentarischen Versammlung der NATO; 2013 bis 2017 Vizepräsidentin des Deutschen Bundestages.",,"['Unterausschuss Auswärtige Kultur- und Bildungspolitik', 'Ausschuss für Kultur und Medien', 'Auswärtiger Ausschuss', 'Unterausschuss Auswärtige Kultur- und Bildungspolitik']",1949
"Schmidt, Uwe",SPD,Direkt gewählt,Bremen,Bremen II – Bremerhaven,55,"{'Ordentliches Mitglied': ['Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Ernährung und Landwirtschaft'], 'Stellvertretendes Mitglied': ['Ausschuss für Wirtschaft und Energie', 'Enquete-Kommission „Berufliche Bildung“', 'Projektgruppe 1 der Enquete Berufliche Bildung']}","        Geboren am 14. Februar 1966 in Bremerhaven; evangelisch; verheiratet; ein Kind.
        1983 Realschulabschluss an der Johann-Gutenbergschule in Bremerhaven; 1986 Abschluss zum KFZ-Mechaniker; seit 1987 Hafenarbeiter beim Gesamthafenbetrieb Bremerhaven (GHB); 1989 Abschluss zum Hafenfacharbeiter.Seit 1995 Betriebsratsmitglied im GHB Bremerhaven; 2012 bis 2018 Betriebsratsvorsitzender im GHB Bremerhaven und Gesamtbetriebsratsvorsitzender des GHB.Seit 1985 Mitglied bei ver.di; von 2012 bis 2019 Mitglied der Bundestarifkommission Seehäfen; Mitglied der Bundesfachgruppe Maritime Wirtschaft und stellvertretendes Gremienmitglied im Bundesfachbereichsvorstand Verkehr.2010 Eintritt in die SPD; seit 2010 Sprecher der Betriebsgruppe Hafen in der Arbeitsgemeinschaft für Arbeitnehmerfragen (AfA) Bremerhaven; 2012 bis 2014 stellvertretender Vorsitzender der AfA Bremerhaven; seit 2014 Vorsitzender der AfA Bremerhaven und stellvertretender Landesvorsitzender der AfA Bremen; seit 2018 stellvertretender Bundesvorsitzender der AfA.2011 bis 2015 Mitglied der Stadtverordnetenversammlung Bremerhaven;2015 bis 2017 Mitglied der Bremischen Bürgerschaft.",,"['Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Ernährung und Landwirtschaft', 'Ausschuss für Wirtschaft und Energie', 'Enquete-Kommission „Berufliche Bildung“', 'Projektgruppe 1 der Enquete Berufliche Bildung']",1966
"Schmidtke, Prof. Dr. Claudia",CDU/CSU,Direkt gewählt,Schleswig-Holstein,Lübeck,11,"{'Ordentliches Mitglied': ['Ausschuss für Gesundheit', 'Enquete-Kommission „Künstliche Intelligenz“'], 'Stellvertretendes Mitglied': ['Unterausschuss Globale Gesundheit', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Kuratorium der Bundeszentrale für politische Bildung']}","        Geboren am 29. März 1966 in Neumünster.
        1985 Abitur; 1985 bis 1992 Studium der Humanmedizin (Universität Hamburg); Promotion, Habilitation (Universität zu Lübeck), MBA Health Care Management (FH Lübeck), Fachärztin/ Professorin für Herzchirugie.Cardiothoracic Surgery Network; Deutsche Gesellschaft für geschlechtsspezifische Medizin e.V. (DGesGM®); Deutsche Gesellschaft für Thorax-, Herz- und Gefäßchirugie (DGTHG); European Association of Cardio Thoracic Surgery (EACTS); Marburger Bund.Seit 2015 Mitglied der CDU; Landesfachausschuss Gesundheit der CDU SH (stellvertretende Vorsitzende); Landesfachausschuss Hochschulpolitik der CDU SH.",,"['Ausschuss für Gesundheit', 'Enquete-Kommission „Künstliche Intelligenz“', 'Unterausschuss Globale Gesundheit', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Kuratorium der Bundeszentrale für politische Bildung']",1966
"Schneider (Erfurt), Carsten",SPD,Gewählt über Landesliste,Thüringen,Erfurt – Weimar – Weimarer Land II,193,"{'Ordentliches Mitglied': ['Der Ältestenrat', 'Wahlausschuss', 'Gemeinsamer Ausschuss', 'Vermittlungsausschuss'], 'Stellvertretendes Mitglied': ['Ausschuss für die Angelegenheiten der Europäischen Union']}","Geboren am 23. Januar 1976 in Erfurt; konfessionslos; verheiratet.1982 bis 1984 Grundschule in Klettbach, 1984 bis 1991 Polytechnische Oberschule, 1991 bis 1994 Johann-Wilhelm-Häßler-Gymnasium, 1994 Abitur. 1994 bis 1997 Banklehre bei der Volksbank Erfurt eG. 1997 bis 1998 Zivildienst Jugendherberge Erfurt.1998 Bankkaufmann bei der Sparkasse Erfurt.1994 Mitglied bei den Jungsozialisten, 1995 Mitglied der SPD, 1996 bis 1999 stellvertretender Landesvorsitzender der SPD Thüringen, 2004 bis 2005 Mitglied im Erfurter Stadtrat, seit 2014 stellvertretender Landesvorsitzender der SPD Thüringen.Mitglied bei ver.di, AWO, ADFC, VDSF.Mitglied des Bundestages seit 1998; stellvertretender Vorsitzender der SPD-Fraktion; Vorsitzender des Vertrauensgremiums nach § 10a der Bundeshaushaltsordnung.",schneidercar,"['Der Ältestenrat', 'Wahlausschuss', 'Gemeinsamer Ausschuss', 'Vermittlungsausschuss', 'Ausschuss für die Angelegenheiten der Europäischen Union']",1976
"Schneider, Jörg",AfD,Gewählt über Landesliste,Nordrhein-Westfalen,Gelsenkirchen,123,"{'Ordentliches Mitglied': ['Ausschuss für Arbeit und Soziales', 'Ausschuss für Gesundheit'], 'Stellvertretendes Mitglied': ['Enquete-Kommission „Künstliche Intelligenz“']}","        Geboren am 14. Mai 1964 in Solingen; geschieden.
        Parteiaktivität: seit Oktober 2015 Leiter der Programmkommission der AfD NRW; seit November 2014 Kreissprecher des Kreisverbandes Gelsenkirchen; seit September 2014 Mitglied des Landesfachausschusses für Arbeit und Soziales der AfD NRW; seit April 2014 Mitglied der Programmkommission AfD NRW; November 2013 bis November 2014 Beisitzer im Kreisvorstand des Kreisverbandes Gelsenkirchen; März 2013 Eintritt in die AfD.Berufstätigkeit: seit Oktober 2010 Berufskolleg für Technik und Gestaltung der Stadt Gelsenkirchen, Lehrer; Oktober 2000 bis Oktober 2010 w3logistics AG, Dortmund, Vorstand, zuständig für Vertrieb und Marketing; Februar 1999 bis Oktober 2000 AtosOrigin Deutschland GmbH, Stuttgart, Abteilungsleiter Logistik; Juni 1996 bis Januar 1999 Quantum GmbH, Dortmund, stellvertretender Projektleiter, Vertriebsberater; Juli 1983 bis Juni 1995 Bundeswehr diverse Standorte, zuletzt als Jugendoffizier (Hauptmann) in der Jugend-, Presse- und Öffentlichkeitsarbeit.Ausbildung: Februar 2011 bis Januar 2013 Zentrum für schulpraktische Lehrerausbildung, Münster, Referendariat (Lehramt Berufskolleg), Befähigung zum Lehramt an Berufskollegs; Januar 1996 bis April 1996 Concordia University, Montreal (Kanada), Aufbaustudium Marketing; Juni 1992 bis Oktober 1995 Fernuniversität Hagen, Aufbaustudium zum Diplom-Wirtschaftsingenieur; Oktober 1988 bis April 1992 Universität der Bundeswehr, Hamburg, Diplom-Ingenieur (Maschinenbau).   ",Schneider_AfD,"['Ausschuss für Arbeit und Soziales', 'Ausschuss für Gesundheit', 'Enquete-Kommission „Künstliche Intelligenz“']",1964
"Schneidewind-Hartnagel, Charlotte",Bündnis 90/Die Grünen,Gewählt über Landesliste,Baden-Württemberg,Odenwald – Tauber,276,"{'Ordentliches Mitglied': ['Kinderkommission - Kommission zur Wahrnehmung der Belange der Kinder', 'Ausschuss für Familie, Senioren, Frauen und Jugend']}","        Geboren am 2. September 1953 in Göttingen; verheiratet; ein Kind.
        1973 Abitur; 1986 bis 1989 Fachhochschule, Abschluss Diplom Betriebswirtin (FH);Verlagsvolontariat im Agora-Verlag, Akademie der Künste, Berlin; FWS Worpswede, Assistentin der Geschäftsleitung; Telecommunication Schöpp GmbH, Bensheim; Pressestelle des Bundesverband des Deutschen Güterfernverkehrs, Frankfurt am Main; Pressereferentin Frauenbeauftragte Bensheim; Freie Journalistin; Landtagsabgeordnete in Baden-Württemberg; Vorsitzende des Landesfrauenrat Baden-Württemberg.1998 bis 2007 Gründungsmitglied und Vorstand der Alternativen Grünen Liste Eberbach; 2005 Kreisvorstand Odenwald-Kraichgau; 2006 Landesarbeitsgemeinschaft Frauenpolitik; 2009 Bundestagskandidatin für den Wahlkreis Rhein-Neckar; 2009 Parteirat Baden-Württemberg; 2010 Programmkommission; 2011 Landtagsabgeordnete WK 41 (Sinsheim), Frauenpolitsche Sprecherin der Landtagsfraktion, Sprecherin für Verbraucherschutz, Mitglied im Bundesfrauenrat, Mitglied des Zentrums für Europäischen Verbraucherschutz.2016 Bundestagskandidatin für den Wahlkreis Odenwald-Tauber.Landesfrauenrat Baden-Württemberg; Nachhaltigkeitsbeirat Baden Württemberg; Bündnis Herz statt Hetze Neckar-Odenwald.Charlotte Schneidewind-Hartnagel hat am 1. November 2019 für die ausgeschiedene Abgeordnete Kerstin Andreae, Bündnis 90/Die Grünen die Mitgliedschaft im Deutschen Bundestag erworben.",,"['Kinderkommission - Kommission zur Wahrnehmung der Belange der Kinder', 'Ausschuss für Familie, Senioren, Frauen und Jugend']",1953
"Schnieder, Patrick",CDU/CSU,Direkt gewählt,Rheinland-Pfalz,Bitburg,202,"{'Obmann': ['Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung'], 'Ordentliches Mitglied': ['Der Ältestenrat', 'Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Gemeinsamer Ausschuss'], 'Stellvertretendes Mitglied': ['Wahlprüfungsausschuss'], 'Delegationsmitglied (sonstige Gremien)': ['Deutsch-Französische Parlamentarische Versammlung'], 'Vorsitz (sonstige Gremien)': ['Parlamentariergruppe BENELUX']}","        Geboren am 1. Mai 1968 in Kyllburg; römisch-katholisch; verheiratet.
        1987 Abitur am St. Matthias-Gymnasium Gerolstein, 1988 bis 1995 Studium der Rechtswissenschaften an der Rheinischen Friedrich-Wilhelms-Universität in Bonn, 1995 bis 1997 Rechtsreferendariat.1987 bis 1988 Grundwehrdienst in der Heinrich-Hertz-Kaserne in Daun.1998 Zulassung als Rechtsanwalt, 1999 bis 2009 Bürgermeister der Verbandsgemeinde Arzfeld, seit 2009 Direkt gewählter Bundestagsabgeordneter für den Wahlkreis 202, Bitburg; seit Januar 2018 Parlamentarischer Geschäftsführer der CDU/CSU-Fraktion, Mitglied im Ältestenrat.1999 bis 2005 Kreisvorsitzender des Kreisverbandes Europa-Union Bitburg-Prüm, 2000 bis 2009 Vorsitzender des Verkehrsvereins Islek im Dreiländereck Deutschland/Belgien/Luxemburg e.V., seit 2001 Vorsitzender des Ortsvereins Deutsches Rotes Kreuz Arzfeld, 2003 bis 2009 Mitglied im Verwaltungsrat der EuRegio SaarLorLux+ asbl, seit 2007 Mitglied im Vorstand des Freundes- und Förderkreises des St. Joseph-Krankenhauses Prüm e.V., seit 2012 Mitglied im wissenschaftlichen Beitrat der Deutschen Gesellschaft für Finanz- und Haushaltspolitik e.V., seit 2013 Mitglied im cnetz e.V., seit 2014 Mitglied der Bundesfachkommission Verkehr, Logistik, Infrastruktur des Wirtschaftsrates der CDU e.V., seit 2014 Mitglied im Beirat der Europa-Miniköche gemeinnützige GmbH, seit 2014 Mitglied im Vorstand der Handwerkskammer Trier.1989 bis 1994 Mitglied im Verbandsgemeinderat Gerolstein, 1991 bis 1994 Kreisvorsitzender der Jungen Union Kreis Daun, 1994 bis 1998 Mitglied im Kreistag Daun, seit 1999 Mitglied im Kreistag Bitburg-Prüm, 2004 bis 2011 Vorsitzender der CDU-Fraktion im Kreistag Bitburg-Prüm, seit 2009 Mitglied des Verwaltungsrates der Kreissparkasse Bitburg-Prüm, 2000 bis 2011 Mitglied im Landesvorstand der Kommunalpolitischen Vereinigung (KPV) Rheinland-Pfalz, 2003 bis 2011 Bezirksvorsitzender der KPV Trier, 2010 bis 2012 Vorsitzender des CDU Bezirksverbandes Trier, seit 2011 Generalsekretär der CDU Rheinland-Pfalz. ",PSchnieder,"['Der Ältestenrat', 'Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Gemeinsamer Ausschuss', 'Wahlprüfungsausschuss', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung']",1968
"Schön, Nadine",CDU/CSU,Direkt gewählt,Saarland,St. Wendel,298,"{'Stellvertretendes Mitglied': ['Enquete-Kommission „Künstliche Intelligenz“', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Ausschuss Digitale Agenda']}","Geboren am 5. Juni 1983; römisch-katholisch; verheiratet, zwei Söhne.1989 bis 1993 Grundschule Hasborn-Dautweiler; 1993 bis 2002 Arnold-Janssen Gymnasium St. Wendel; 2002 bis 2007 Jura Studium an den Universitäten Heidelberg und Saarbrücken, 1. Staatsexamen; 2002 bis 2008 journalistische Ausbildung im Rahmen eines Stipendiums der Konrad-Adenauer-Stiftung.2004 bis 2009 Mitglied des Saarländischen Landtages.Mitglied des Bundestages seit September 2009, seit Januar 2014 stellvertretende Fraktionsvorsitzende der CDU/CSU-Bundestagsfraktion für die Bereiche ""Familie, Senioren, Frauen und Jugend"" sowie ""Digitale Agenda"".",NadineSchoen,"['Enquete-Kommission „Künstliche Intelligenz“', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Ausschuss Digitale Agenda']",1983
"Schraps, Johannes",SPD,Direkt gewählt,Niedersachsen,Hameln-Pyrmont – Holzminden,46,"{'Ordentliches Mitglied': ['Ausschuss für die Angelegenheiten der Europäischen Union'], 'Stellvertretendes Mitglied': ['Auswärtiger Ausschuss', 'Kuratorium der Bundeszentrale für politische Bildung'], 'Delegationsleiter (sonstige Gremien)': ['Ostseeparlamentarierkonferenz - Baltic Sea Parliamentary Conference (BSPC)'], 'Ordentliches Mitglied (sonstige Gremien)': ['Ostseeparlamentarierkonferenz - Baltic Sea Parliamentary Conference (BSPC)'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Malta-Zypern']}","        Geboren am 17. August 1983 in Bad Pyrmont; evangelisch-lutherisch; ledig.
        2003 Abitur am Viktoria-Luisa-Gymnasium; 2003 bis 2008 Universität BielefeldBachelor of Arts (B.A.) in Politikwissenschaft mit dem einjährigen interdisziplinären Qualifikationsprogramm »Europa Intensiv«; 2008 bis 2011 Universität HamburgMaster of Arts (M.A.) in Politikwissenschaft; 2009 bis 2010 Linnè Universität Växjö, Schweden - Erasmusstudium (Schwerpunkt European Integration);2011 bis 2013 parlamentarische Assistent im Europäischen Parlament in Brüssel.Seit 2013 wissenschaftliche Mitarbeiter im Büro des stellvertretenden Vorsitzenden des Europaausschusses Achim Barchmann, MdB (SPD / Wolfsburg);1999 Eintritt in die SPD; seit 2015 Mitglied im Unterbezirksvorstand der SPD Hameln-Pyrmont.",jojoschraps,"['Ausschuss für die Angelegenheiten der Europäischen Union', 'Auswärtiger Ausschuss', 'Kuratorium der Bundeszentrale für politische Bildung']",1983
"Schreiber, Eva-Maria",Die Linke,Gewählt über Landesliste,Bayern,München-Land,221,"{'Obfrau': ['Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung'], 'Ordentliches Mitglied': ['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung'], 'Stellvertretendes Mitglied': ['Ausschuss für Gesundheit'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Zentralafrika']}","        Geboren am 12. März 1958 in Köln; römisch-katholisch; verheiratet; vier Kinder.
        1977 Abitur in Hürth bei Köln; 1979 bis 1982 Ausbildung zur Masseurin und medizinischen Bademeisterin; 1986 bis 1990 Ausbildung zur Heilpraktikerin; 1999 bis 2004 Studium der Ethnologie, Religionswissenschaften und Interkulturelle Kommunikation, Abschluss Magister.1982 bis 1986 Inhaberin einer Diskothek in Köln; seit 1990 bis jetzt: freiberufliche Tätigkeit als Dozentin in der Erwachsenenbildung mit Schwerpunkt Interkulturelle Kommunikation und PflegeSeit 2014 Mitglied im Orgateam Bündnis STOP TTIP CETA TiSA München; Mitglied bei ver.di; Mitglied bei DGV (Deutsche Gesellschaft für Völkerkunde)Seit 2011 Mitglied bei DIE LINKE. und Sprecherin der LAG Christ*innen DIE LINKE. Bayern; 2013 bis 2014 Mitglied im Ortsvorstand OV West/Mitte DIE LINKE. Kreisverband München; seit 2014 Kreissprecherin der LINKEN in München; seit 2016 Mitglied des Landesvorstands DIE LINKE. Bayern.",mdb_schreiber,"['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung', 'Ausschuss für Gesundheit', 'Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung']",1958
"Schreiner, Felix",CDU/CSU,Direkt gewählt,Baden-Württemberg,Waldshut,288,"{'Ordentliches Mitglied': ['Schriftführer/in', 'Ausschuss für Verkehr und digitale Infrastruktur'], 'Stellvertretendes Mitglied': ['Ausschuss für Tourismus', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Enquete-Kommission „Künstliche Intelligenz“'], 'Vorsitz (sonstige Gremien)': ['Deutsch-Schweizerische Parlamentariergruppe']}","        Geboren am 29. Januar 1986 in Waldshut; evangelisch; verheiratet.
        Grundschule in Lauchringen; Realschule in Tiengen; Fachhochschulreife am Wirtschaftsgymnasium in Waldshut; Ausbildung zum Verwaltungsfachangestellten bei der Gemeindeverwaltung Lauchringen sowie bei der Verwaltungsschule des Gemeindetags Baden-Württemberg; Anschließend persönlicher Referent von Bürgermeister Thomas Schäuble und Hauptamtsmitarbeiter in der Kommunalverwaltung in Lauchringen; FH-Studium Wirtschaftsrecht; Referent des Vorstandsvorsitzenden der Sparkasse Bonndorf-Stühlingen.Seit 2011 Mitglied des Landtags von Baden-Württemberg, verkehrs- und umweltpolitischer Sprecher der CDU-Landtagsfraktion; Kreisrat des Landkreises Waldshut; Fraktionsvorsitzender im Gemeinderat von Lauchringen; Mitglied im Regionalverband Hochrhein-Bodensee; CDU-Kreisvorsitzender; Ortsvorsitzender und Mitglied im CDU-Landesvorstand.Präsident des Blasmusikverbandes Hochrhein und Aufsichtsrat beim Caritasverband Hochrhein. ",felixschreiner,"['Schriftführer/in', 'Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Tourismus', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Enquete-Kommission „Künstliche Intelligenz“']",1986
"Schrodi, Michael",SPD,Gewählt über Landesliste,Bayern,Fürstenfeldbruck,215,"{'Ordentliches Mitglied': ['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Schriftführer/in', 'Finanzausschuss'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Irische Parlamentariergruppe']}","        Geboren am 3. Juli 1977 in München; verheiratet; zwei Kinder.
        1996 bis 1999 Ausbildung zum Groß- und Außenhandelskaufmann;1999 bis 2000 Zivildienst Malteser Gröbenzell;2000 bis 2002 BOS für Sozialwesen, Allgemeine Hochschulreife; 2002 bis 2007 Lehramtsstudium für die Fächer Deutsch, Geschichte und Sozialkunde an der Ludwig-Maximilians-Universität München, Staatsexamen; 2008 bis 2010 Referendariat am Gisela-Gymnasium München und am Josef-Effner-Gymnasium; 2010 bis 2017 Lehrer für die Fächer Deutsch, Geschichte und Sozialkunde am Viscardi-Gymnasium Fürstenfeldbruck;1997 Eintritt in die SPD; 2003 bis 2012 Mitglied Gemeinderat Gröbenzell; 2014 bis 2015 Mitglied Stadtrat Olching; seit 2010 Mitglied Kreistag Fürstenfeldbruck; seit 2011 Vorsitzender der SPD im Landkreis Fürstenfeldbruck.",mischrodi,"['Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit', 'Schriftführer/in', 'Finanzausschuss']",1977
"Schüle, Dr. Manja",SPD  *,Direkt gewählt,Brandenburg,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,61,"{'Berufliche Tätigkeit vor der Mitgliedschaft im Deutschen Bundestag': [], 'Funktionen in Vereinen, Verbänden und Stiftungen': []}","        Geboren am 4. August 1976 in Frankfurt (Oder); verheiratet; ein Kind.
        1995 Abitur; 1996 bis 2006 Studium der Politikwissenschaften und Promotion über politische Bildung zum Dr. rer. pol., Promotionsstipendiatin der Friedrich-Ebert-Stiftung.1997 bis 2006: Mitarbeiterin von Ingrid Siebke (MdL), Christel Redepenning (MdL), Norbert Glante (MdEP); 2007 bis 2008 Lehrbeauftragte Universität Potsdam, Lehrstuhl Prof. Dr. Werner Jann; 2006 bis 2009 Referentin für Bildung, Jugend und Sport, SPD-Landtagsfraktion Brandenburg; 2009 bis 2014 Büroleiterin von Minister Günter Baaske, Ministerium für Arbeit, Soziales, Frauen und Familie; 2014 bis 2017 Büroleiterin von Minister Günter Baaske und Staatssekretär Thomas Drescher, Ministerium für Bildung, Jugend und Sport.Dr. Manja Schüle hat auf ihre Mitgliedschaft im 19. Deutschen Bundestag verzichtet und ist mit Ablauf des 2. Dezember 2019 aus dem Deutschen Bundestag ausgeschieden. Nachfolgerin ist die Abgeordnete Sylvia Lehmann, SPD * ausgeschieden",,[],1976
"Schulte, Ursula",SPD,Gewählt über Landesliste,Nordrhein-Westfalen,Borken II,126,"{'Ordentliches Mitglied': ['Ausschuss für Ernährung und Landwirtschaft', 'Ausschuss für Familie, Senioren, Frauen und Jugend']}","Geboren am 9. August 1952 in Alstätte; römisch-katholisch; verheiratet; zwei Kinder.Besuch der Volksschule in Lünten; Mittlere Reife am Werner-von-Siemens-Gymnasium in Gronau.Nach der mittleren Reife Familiengründung; etliche Jahre Tätigkeit im Verkauf von Damenoberbekleidung; Unterstützung, Versorgung und Pflege von Großeltern und Eltern bis 2011.Katholische Frauengemeinschaft; Arbeiterwohlfahrt; Gründungsmitglied des Kreisflüchtlingsrates Borken; Heimatverein Vreden-Lünten; Sportverein FC Vreden 52 e.V..Seit 1980 Mitglied der SPD; seit vielen Jahren stellvertretende Vorsitzende der SPD im Unterbezirk Borken; von 1984 bis 2004 Mitglied im Rat der Stadt Vreden; Ehrenratsfrau der Stadt Vreden; von1989 bis 2014 Mitglied des Kreistages Borken; von 2004 bis Oktober 2013 Vorsitzende der SPD Fraktion im Kreistag Borken; seit November 2012 Mitglied des Regionalvorstandes der SPD Westliches Westfalen; Beratendes Mitgleid im Aufsichtrat der Wirtschaftsförderungsgesellschaft für den Kreis Borken. ",,"['Ausschuss für Ernährung und Landwirtschaft', 'Ausschuss für Familie, Senioren, Frauen und Jugend']",1952
"Schulz, Jimmy",FDP  **,Gewählt über Landesliste,Bayern,München-Land,221,"{'Berufliche Tätigkeit vor der Mitgliedschaft im Deutschen Bundestag': [], 'Entgeltliche Tätigkeiten neben dem Mandat': [], 'Funktionen in Vereinen, Verbänden und Stiftungen': [], 'Beteiligungen an Kapital- oder Personengesellschaften': []}","        Geboren am 22. Oktober 1968 in Freiburg im Breisgau; verheiratet; drei Kinder.
        1990 Abitur am Gymnasium Ottobrunn; 1990 bis 1991 Wehrdienst bei den Gebirgsjägern in Berchtesgaden; 1991 bis 2000 Studium Politikwissenschaft und Marketing in München und in Austin/TX USASeit 1993 Unternehmer; geschäftsführender Gesellschafter der CyberSolutions Ltd.Seit 2000 Mitglied der FDP; seit 2002 Gemeinderat Hohenbrunn; seit 2008 Kreisrat im Kreistag München-Land; 2009 bis 2013 Mitglied des Deutschen Bundestages; seit 2012 Bezirksvorsitzender der FDP Oberbayern; seit 2013 Mitglied im FDP Bundesvorstandseit 2014 Vorsitzender Verein für liberale Netzpolitik – LOAD e.V.; seit 2015: Vice Chairman Internet Society (ISOC) Germany.Deutscher Alpenverein (DAV);  ADAC; c-base; digitalcourage e.V; bfg (Bund für Geistesfreiheit); Gesellschaft der Freunde der Hochschule für Politik München; LOAD e. V. – Verein für liberale Netzpolitik; BDS – Bund der Selbständigen; BJV – Bayerischer Journalisten Verband.Jimmy Schulz ist am 25. November 2019 verstorben, Nachfolgerin ist die Abgeordnete Sandra Bubendorfer-Licht, FDP.** verstorben",,[],1968
